Question_en,Answer_en
Reviews written by buyers have been blinded. Why is that so?,"In accordance with Naver Pay's Terms of Use, Article 22, Paragraph 3, Item 8 (where it is judged to interfere with the smooth progress of the services provided by the company), transactions that occur when the seller and buyer are the same person or are related are considered fraudulent transactions. Automatic blinding will be done by the system, and the points paid will be recovered. Also, please note that if an abnormal or false review is suspected, the post may be deleted or viewing may be restricted without prior notice.※ Note. ‘Illegal transactions’ refers to all illegal transactions, including credit card cash transfers, review manipulation, coupons and points fraud, and transactions that have been unfairly negotiated in advance between sellers and buyers.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
"When performing a detailed search in review management, are all items viewed regardless of the period?","Yes, when you search by selecting the detailed search conditions of 'Product Number', 'Review Number', and 'Product Order Number', all reviews matching the conditions will be displayed in the list, regardless of the 'Review Creation Date'. However, the 'Report status' field is confirmed in the search results in the review management menu, but when downloading Excel, the 'Report status' field is excluded and downloaded. ※ Note. If you need to check only a specific product by date, set only the 'review creation date' and search, then download Excel and extract and check only the product information.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How are reviews displayed for products that are displayed both on the smart store and the shopping window?,"Reviews are integrated and exposed regardless of the channel (Smart Store/Shopping Window) operated by the seller. Example) If the product is checked on both exposure channels Smart Store and Shopping Window, when the buyer orders and writes a review through Smart Store, the review is displayed through Smart Store. Reviews exposed in both store/shopping window ※ Note. If you add an exposure channel to a product operated through a single channel, reviews will be linked and exposed.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
I would like to see reviews only for products that have been set up for fulfillment.,"When a review is written for a product set as Fulfillment, the fulfillment company information is displayed on the far right of the review list, and is also displayed when downloading Excel. ※ Note. Logistics company name exposure standard The name of the logistics company exposed in the review is not the logistics company set in the product at the current time, but the name of the logistics company set in the product at the time the buyer left an inquiry.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What are the criteria for a ‘repurchase’ to appear in a review?,"If there is a purchase of the same product that has been delivered within 6 months (180 days) at the time of writing a product review, ‘Repurchase’ will be displayed on the display screen.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
There is a buyer who wrote both ‘review after purchase confirmation/review after one month of use’ for the same order. Can I choose both as best reviews?,"Yes, if the buyer writes both ‘purchase confirmation review/one-month usage review’ for the same order, both reviews can be selected as best. Points can also be paid.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
"If points are awarded to buyers by selecting the best review, are related notifications automatically sent?","If points are awarded to the buyer by selecting the best review, a notification will be sent through Naver TalkTalk. However, notifications will be sent through push only if you have set up to receive TalkTalk notifications in the Naver app. If you are unable to confirm through push notification, Even so, you can check your Naver Pay point accumulation history and Talk Talk notification reception history.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What are the criteria for ‘free trial’ to appear in reviews?,"If you receive a high discount rate through recruiting a product experience group (review event) and write a review, the system automatically displays it as a 'free trial'. ! caution. When conducting a recruitment/review event for experience groups on SNS, blogs, etc., the author must clearly state that the review is 'compensatory' when writing the review. If the text is not specified, the review may be blinded, as well as the selling privileges may be suspended. Click here to see notice of precautions when recruiting experience group》


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What are the standards for exposing user information such as customized information and size in reviews?,"When writing a review, buyers can enter optional information such as height and weight. If the information is entered, it will be reflected in the review, but if it is not entered, it will not be displayed. ※ Note. To protect children's personal information, entering user information when writing custom information and reviews is only available to users 14 years of age or older.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
The “Review Cleansing System is Working” banner is displayed at the top of the review. What are the standards for limiting review exposure?,"Based on big data, if an abnormal pattern, including false purchases, is detected, it will be immediately de-exposed. This is detected based on the review or reviewer's writing pattern, and it is difficult to provide detailed information.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
‘Best Review (Store PICK)’ is displayed on the product image. What are the standards?,"Best Review ‘Product Image’ Area Review Exhibition Standard 1. [Store display management > Smart store/brand store > Common management bottom] Stores set to ‘Exposed’ in ‘Best review top exposure’※ Note. · The default value for the [Best Review Top Exposure] area is ON (exposed). If you do not want to be exposed, select 'Do not expose' and save. · Exposure settings (exposed/not exposed) can only be applied to all products in bulk, and partial settings are not possible. 2. If more than 3 best reviews are selected for the product, please refer to ※. · Among the reviews selected as best reviews, 3 will be exposed at random, regardless of the number of representative images/additional images registered. · In the review at the top, the same as the main text, the 'One-month review/Free trial/Regular subscription/Repurchase' badge is displayed. (However, if there are more than 3 badges, only up to 2 will be exposed depending on the exposure priority.) · If there is a video in the review body, the video will be automatically played on mute in the left thumbnail area. · It will not be displayed on the Shopping Window channel. not.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What are the criteria for reviews to appear in the repurchase filter?,"Reviews marked as repurchase and reviews marked as regular subscription may be displayed together from the second order. However, the repurchase notation is applied and displayed if the customer has purchased the same product with delivery completed within 6 months (180 days) at the time of writing the product review.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What is the ‘custom information’ filter in the product detail review area?,"To improve the convenience of browsing product reviews, custom review filters are provided for specific product categories and are not set separately by the seller.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
The order of photos displayed in the review area and the order of review ranking are displayed differently. Why is that so?,"In some categories, the image sorting in the review list and photo & video may be different in order to show photos that are more helpful in purchasing decisions first. ※reference. For some categories: Fashion clothing. Fashion Accessories, Maternity/Childcare, Sports>Leisure


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
★ Where can I register/manage review events?,"Review events can be registered and managed in the [Inquiry/Review Management > Review Event Management] menu. You can register a new review event by selecting the 'Register Review Event' button, and apply the already registered event to the event period/event application. You can search based on target/event status/event number/event title. Refer to Review Event Management Manual 》※. · For book products, review writing benefits (review events, best review selection) are limited according to the book price system. · You can register for a review event even if a book product is included, but you will be automatically excluded from the review event. Go to notice regarding book products》 · For medical device products, the use of reviews for sales or writing benefits is restricted in accordance with the Medical Device Act. (Review event, best review selection) · You can register for a review event even if a medical device product is included, and please note that you will not be automatically excluded from the review event. Go directly to notices related to medical device products》


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How do I register a review event?,"Review events can be registered and managed by selecting the 'Register review event' button in the [Inquiry/Review Management > Review Event Management] menu. To register a review event, prior consent is required for the first time, and the event title/event Please enter and save the applicable target/event period and announcement date/number of selected reviews/point benefits/event details. The registered event will be applied to the entire smart store/shopping window store you operate. Go to the review event management manual》                   Review event registration 1) Event title: Please enter a maximum of 15 characters.2) Event application target: Can be set to the entire store/some categories/some products.3) Event period: The event start date can be selected from the event registration date + 1 day. . The event end date can be selected from the event start date + 31 days. 4) Announcement date: The event end date can be selected from + 3 to + 10 days. Please select/confirm all the best reviews after the end of the event until the day before the announcement date. 5) Number of selected reviews: Please enter the number of reviews to be selected as the best review through the review event. (Maximum 100) Depending on the application status, more or fewer actual best reviews may be selected.6) Point benefits: Points will be automatically credited to each writer of the review selected as the best review along with the announcement of the winner. You can set a minimum of 10 won to a maximum of 20,000 won per best review. Both recharges and Naver Support Points can be used, and Naver Support Points are deducted before recharges to provide benefits. 7) Event Details: Please enter up to 30 characters about what kind of review you would like to receive. 8) Event Banner Style : You can choose between basic/emphasized type. ※ reference. · For stable operation, if the total budget of the event (number of selected reviews You can make a reservation to select a review, and you must make a reservation to select the best review by the day before the announcement date! Please complete it. · If there is not enough recharge money (Naver Support Points) to select the best review on the event announcement date, only a portion of the reviews that can receive benefits will be finally selected as the best review. (Order written first among the reviews selected and reserved as Best Reviews) Since November 28, 2019, benefits for book products have been limited, so event registration is possible even if book products are included, but they are excluded from review events. · Only one review event applies to the same product. (If two events are set for the same product, only one event is applied in the order of greatest benefit > most recent registration) · For medical device products, the use of reviews for sales or the granting of writing benefits is restricted in accordance with the Medical Device Act. (Review event, best review selection) · You can register for a review event even if a medical device product is included, and please note that you will not be automatically excluded from the review event.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
"If I register a review event, where will it be exposed?","When you register a review event, the event details are automatically provided in the area below. Review event exposure areas and examples - product detail screen, review writing screen, reviews that can be written, review event bulletin board ​ ​ ​ ​ ※ Note. · The product detail screen/review writing screen/review area where you can write a review is only displayed when the review event progress status is 'in progress'. · The review event bulletin board begins to be exposed from -3 days after the event start date and remains exposed until +1 year from the announcement date. .· Review event posts are automatically updated with the review event progress status.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How do you select the best review for a review event?,"Review event winner selection is only possible when [Application Deadline]! caution. Review event Best review selection must be done in the [Inquiry/Review Management > Review Event Management] menu. If you set it through the [Inquiry/Review Management > Review Management] menu 'Best Review Selection/Benefit Payment', the Best Review ( are selected as store picks and are not selected as review event winners. Please note that Best Review selection is limited for reviews that have already received Best Review benefits. How to select the best review for a review event Please proceed as follows to select the best review for a review event. 1) Check the progress status ‘Application Deadline’ on the [Inquiry/Review Management > Review Event Management] screen. 2) In the application deadline status event, select ‘Best Review’ Click 'Select' 3) Check well-written reviews on the changed screen (Best Review Selection Management/Application Status) and click 'Reserve Best Review Selection' button (reserved reviews are automatically selected as best reviews at 13:00 on the event announcement date) 4) Reservation After setting up, click the ‘Save’ button at the bottom to complete your Best Review reservation. ※ reference. · If you are selected as the best review but have no history of benefit payment, you can cancel the selection and select a reservation to win the best review of the review event. · Regardless of the purchase date, reviews written during the review event period are automatically entered and can also be selected as the best review. do.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Related Help/Keywords

We held a review event, but there were no reviews that matched the event content.
Where can customers check the review event winners?



Close help"
How many review events can be held?,"Up to 10 review events can be held simultaneously. ※ Note. Excluding the winner announcement complete status, if there are more than 10 events in the status of scheduled, in progress, or application closed, registration is no longer possible. Best review per event. The maximum number of items that can be selected is 100. · Since multiple review events registered for the same product (all products) cannot be displayed simultaneously, only one banner will be displayed in the order of “highest benefit > most recent registration”.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How do I edit/delete a review event?,"! caution. Editing/deleting a review event is only possible when the event is in the 'in progress' state. Editing/deleting an event is not possible in the [in progress, application deadline, winner announcement] status rather than in the 'in progress' status. In the [Inquiry/Review Management > Review Event Management] menu, check Event Status > 'In Progress' event and select the Edit/Delete button in the list to edit/delete it. Once an event has been deleted, it cannot be viewed again.※ Note. Review events included in special exhibitions cannot be edited/deleted even if they are in the ‘to be held’ status.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Review event cannot be edited.,"Modification of review event information is only possible in the 'to proceed' status. However, even if it is in the 'to be proceeded' status, event modification/delete is not possible if it is included in a special exhibition. See help related to including a review event in a special exhibition》


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Where can customers check the review event winners?,"When the best review of a review event is selected and the status of [Winner Announcement] is reached, a Naver app notification is sent to the best review writer. Additionally, you can browse the winner information and best review selections on the Review Event Bulletin Board > Review Event Details screen.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Related Help/Keywords

★ Where can I register/manage review events?
How do you select the best review for a review event?



Close help"
"The review event is closed for application, but I would like to change the announcement date.","When the status of the review event is [Application Deadline], the date of the announcement date can only be modified once (edited from the end of the review event period to the day before the announcement date).
However, since the announcement date information has already been provided to customers, please change it only when absolutely necessary.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What should I do if a review fails to be selected as the best review for the review event?,"Selection of the best review in a review event may fail for the reasons listed below. Review event Best review selection failure CASE · In case of blind review · If the best review writer is a member withdrew from Naver Pay · If the best review writer exceeds the maximum accumulated amount · If the seller's recharge is insufficient · Other systems Error How to reprocess cases where review event Best Review selection fails It can be processed 1) [Inquiry/Review Management > Review Event Management] Click ‘Check Best Review’ in the review event list [Winner Announcement] status 2) Check the bottom of Best Review Selection Management/Application Status, check N (reason for failure) for Best Review 3) You can reprocess by clicking ‘Retry review if selection failed’. ※ Note. If there is not enough recharge (growth support points) to provide point benefits to all of the reserved reviews selected as the best review on the winner announcement date, some of the reserved reviews will be selected in the order in which they were applied first (order written first).


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Only a portion of the reviews that were reserved for the review event were selected.,"If the Biz Wallet balance (or growth support points) is not enough to provide point benefits for all of the reserved reviews selected as the best reviews on the review event winner announcement date, some reviews will be selected in the order in which they were applied first (first written) among the reserved reviews. Only selected. After recharging Naver Pay Biz Wallet, you can reprocess through the ‘Retry failed review review’ button. See reasons for selection failure and help on retrying failed review 》


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Are there cases where I cannot make a reservation for the best review of a review event?,"When selecting the best review for a review event, the reviews below cannot be selected. Review event Best review selection restrictions · Reviews in a blinded state · Reviews that are already best reviews or have a history of receiving best review benefits · Only one review by the same author can be selected per event · Only a maximum of 100 reviews can be selected per event it's possible. ※ reference. If you have already been selected as the best review but have no history of receiving benefits, you can cancel the selection and select a winning reservation for the best review in the review event.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Where can I see the details of benefits paid after selecting the best review in the review event?,"Details of points paid out through review events can be viewed in the [Benefit Management > View Point Payment Details] menu, and accumulations due to review events can be checked under ‘Review Events.’ (Even if accrued points are earned for the same event, the seller is responsible/Naver You can check the details of expenses paid with support points.)


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
We were unable to select the best review for the review event. Can I make a selection even in the ‘winner announcement’ state?,"As instructed on the review event registration screen and review event manual, best review selection/confirmation is only possible after the end of the event until the day before the announcement date. In case of unforeseen circumstances, the announcement date can be postponed once in the [Application Deadline] state. ,Please understand that if the announcement date has already passed, it is not possible to adjust the announcement date or select the best review. (If the best review is not repeatedly selected, future event operations may be restricted.) Go to Review Event Management Manual》 ※ reference. If you are not selected as a review event, you can select each review as the best review and receive benefits through [Inquiry/Review Management>Review Management].


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
When will the best review of the review event be confirmed?,"Best reviews are automatically confirmed sequentially from 13:00 on the event announcement date, and automatic benefits are paid to the best review authors. Details of the finally selected best reviews are displayed on the Best Review Selection Management/Application Status screen and the Store Event Bulletin Board > Review Event Details screen. You can check. View review event bulletin board help》


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
"We held a review event, but there were no reviews that matched the event content.","Since the buyer applied for the event after checking the event contents and the benefits provided when selecting the best review, the selection of the best review must proceed. If the best review is not repeatedly selected, future event operations may be restricted. If, If it is difficult to select a review event because there are no reviews suitable for the review event content (the type of review you entered when registering the review event), we recommend that you select it as the best review if it is a review with photos attached or detailed text, even if it is not a video. Event details If there are only reviews that do not apply, or if there are 0 reviews written, more or fewer reviews may be selected depending on the application status. (In this case, there are no restrictions on future event operations.)※ Note. Event progress and event winner announcements will be displayed on the review event bulletin board, and if there is no best review selection, 0 will be selected.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
"When a review event is held, is it necessary to pay benefits to buyers?","When registering a review event, you must set the point benefits to be paid per best review (required), and the review event details will be announced along with the corresponding point amount in product details, review writing window, event bulletin board, etc. Buyers can view the event details and amount and enter the event. Because you applied, points must be paid if you are selected as the best review. If you do not repeatedly select the best review, there may be restrictions on future event operations.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Related Help/Keywords

We held a review event, but there were no reviews that matched the event content.



Close help"
Does the ongoing review event have an impact depending on the product display status?,"The review event can be held regardless of the product's display status. However, if the review event application period arrives while the product display is suspended for a long time and no orders have been placed, the event progress will be displayed in the product details, but there will be no review to write. If you stop displaying the product when there are already enough orders, you can proceed with the event normally and write a review, so you can even select the event application.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What is the review event bulletin board?,"If you register a review event, it will start being exposed from -3 days from the event start date, and will be automatically exposed until +1 year from the announcement date. (Smart Store Menu Name: Review Event, Shopping Window Menu Name: Event) ※ Note. The review event bulletin board can be turned on/off in [Store Exhibition Management > Smart Store > Component Management] 'Category & Menu'.​           Review Event Exposure Example by Progress Status For automatically registered posts, the progress status of the event is automatically updated. Please refer to the exposure example by progress status.​


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What does it mean to include special exhibitions in a review event?,"For sellers who actively run review events, the review events held by the seller will be displayed throughout the Naver Shopping screen and will be included in the event promotions to receive more good reviews. The exposure area varies depending on the promotions. It is exposed as Windows Home > Banner, Windows Event Bulletin Board > Special Exhibition post. (Please note that it is mainly exposed to events applied to the shopping window.) If it is included in a special exhibition, check whether the special exhibition is included in the [Inquiry/Review Management > Review Event Management] menu. It is exposed as ""Y"", and you can also check which special exhibition it is exposed to and the period from the special exhibition exposure start date to the end date. Please note. ※ Please note. Review events included in special exhibitions cannot be edited/deleted even if they are in the ‘to be held’ status.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How to use store exhibition management ‘Smart Store’,"Smart Store is a menu that decorates the PC/mobile home screen of the store you operate. You can decorate the page by specifying the background color and products displayed on the main page. Exhibition Management Frequently Asked Questions See Help》 ※ Reference. Smart The store has provided four themes, ""Trendy / Story / Cube / Simple"", for design diversity, but after providing different PC and mobile designs, the cube and simple themes were discontinued. For more information, please refer to the notice below. Click here to see the notice regarding reorganization of smart store exhibition tools and termination of support for old themes (simple type/cube type).》


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Frequently asked questions regarding store exhibition management ‘Smart Store’,"Q. Has the Smart Store (mobile) area been deleted?A. yes. Previously, there were separate menus, so there was the hassle of having to set each setting, but with the reorganization into 'Smart Store', PC/mobile are integrated and managed as one, so you only need to set it once. You can check the edited image before applying it through the ‘PC/Mobile Preview’ function in the Smart Store menu. Q. Promotional images appear dark. Why is that?A. When inserting a title, separate processing is performed to make the text visible clearly, so the registered image resolution may appear dark. Please check whether there are spaces or phrases in the title area. Q. I would like to set the background color to white. What should I do?A. If you want to set the mobile GNB background color to white (white background), set 'Apply mobile GNB background white' to ON at the bottom of the 'Store Name' area in the [Store Display Management > Smart Store > Component Management] menu. If the area provided is not exposed, you must select the store name 'Logo Type' and register the mobile logo to turn the mobile GNB background white application ON/OFF.Q. The product name font size is too large. Is it resizable?A. Please understand that changes cannot be made due to the design concept. Q. The criteria for selecting seller recommendations that were set in the overall product component have disappeared. What should I do?A. 9/6 When the exhibition tool is reorganized, only products can be automatically selected in the All Products component. If you would like to select a product yourself, please use the ‘free product’ component. Up to 5 ‘free product’ components can be created.Q. The manual selection criteria set in the new product component have disappeared. What should I do?A. 9/6 When the exhibition tool is reorganized, only products can be automatically selected in the new product component. If you would like to select a product yourself, please use the ‘free product’ component. Up to 5 ‘free product’ components can be created.Q. Where do I set up the special product component?A. It cannot be set as a component that can only be set in the old theme ‘Simple Type, Cube Type’.Q. Areas previously set up for exhibition management are automatically changed. Why is that?A. Those who were using the old theme (simple type/cube type) were informed that the batch change to 'Trendy type' will be automatically made at the time of reorganization. For more information, please check the notice titled ‘Notice on reorganization of Smart Store exhibition tools and end of support for old themes (simple/cube)’ (scheduled to change on 9/6). ☞ View the notice regarding exhibition tool reorganization and end of support for old themes (simple type/cube type) Q. Where can I set the number of Today and Total visitors?A. You can set it in the ‘Store and Seller Information’ area in the [Store Display Management > Smart Store > Component Management] menu. You can turn the Today and Total visitor count settings ON/OFF. ※ Note. Before the reorganization, it was exposed at the bottom right of the store home, but following the 9/6 exhibition tool reorganization, it will be exposed in the area below. · PC GNB location top type: Top right of store home Today, total number of visitors exposed · PC GNB location left type: Bottom of store home category Today, total number of visitors exposed Q. The exhibition category was registered as an image type, but has been changed to a text type. Why is that?A. In the case of the old theme 'Simple Type, Cube Type', there was a function to register the category name as an image rather than text, but from the new theme 'Trendy Type/Story Type', this function has not been supported for the sake of store design unity. . 9/6 When the exhibition tool was reorganized, the theme classification disappeared and was automatically changed to text format. For more information, please check the notice titled ‘Notice on reorganization of Smart Store exhibition tools and end of support for old themes (simple/cube)’ (scheduled to change on 9/6). ☞ Click here to see the notice regarding exhibition tool reorganization and end of support for old themes (simple type/cube type)


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How do I change the store background color?,"You can change the store background color in the [Store Display Management] menu. However, it cannot be changed to a color other than the one provided. How to change background color 1. Access the [Store Exhibition Management > Smart Store > Common Management] menu. 2. Select the background color you want to set. 3. Click the ‘Apply to All’ button in the upper right corner. If you want to set the mobile GNB background color to white (white background), please check the help below. Go to the mobile GNB background white application help》


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
"How do I change the location of components (free products, full products, etc.)?","Component locations can be changed in the [Store Display Management > Smart Store > Component Management] menu. However, the position can be changed only for some components, and the position of the component can be changed by dragging and dropping the component. How to change component location 1. Access the [Store Exhibition Management > Smart Store > Component Management] menu. 2. ‘Mouse over’ the component that needs to be moved. 3. Drag and drop the component to move it to the area you need to move. 4. Click the ‘Apply to All’ button in the upper right corner.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
"I want to not expose components (free products, full products, etc.).","You can set the component not to be exposed in the [Store Display Management > Smart Store > Component Management] menu. However, the component non-exposure setting is only possible for some components. How to set component unexposed 1. Access the [Store Exhibition Management > Smart Store > Component Management] menu. 2. Click OFF on the right side of the component that needs to be unexposed to process it. 3. Click the ‘Apply to All’ button in the upper right corner.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
What are the criteria for counting Today visitors?,"Today's visitor count is the number of unique visitors (UV), and the number of visitors is calculated by counting based on IP or cookie, regardless of whether they are logged in or out. In other words, even if you visit with multiple IDs, if the IP is the same, it is counted as one visit. ※ reference. If you do not want to expose the number of Today visitors, you can set it to OFF through the 'Store and Seller Information' area in the [Store Display Management > Smart Store > Component Management] menu.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
I do not want to display Today Visitors or Total Visitors. What should I do?,"If you do not want to expose the number of Today Visitors and Total Visitors, you can set it to OFF in the [Store Exhibition Management > Smart Store > Component Management] menu. Today Visitors, Total Visitors How to set non-exposure 1. Access the [Store Exhibition Management > Smart Store > Component Management] menu.2. Please access the store and seller information area and turn off Today and Total visitors. 3. Click the ‘Apply to All’ button in the upper right corner.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How do I set up a free product component?,"Product component settings can be done in the [Store Display Management > Smart Store > Component Management] menu. Image display types are divided into list type, mosaic type, and full image type, and you can select the design type and register the product. Features of each design type - List type: Up to 12 products can be viewed as product images in the basic size. - Mosaic type: Up to 8 products can be placed in a mosaic form, and multiple images can be viewed at a glance. - Full image type: The product image size is the largest among design types, and in the case of PC, two products are displayed on one screen. ※ reference. You can add up to 5 free product components. Please add it through the Add Component button.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
Can I change the component title?,"The component title can be changed in the [Store Exhibition Management > Smart Store > Component Management] menu. step. Title changes can only be made for some components. How to change component title (title) 1. Access the [Store Exhibition Management > Smart Store > Component Management] menu.2. Please select the component whose title needs to be changed. 3. Please edit the title in the ‘Title’ section. 4. Click the ‘Apply to All’ button in the upper right corner.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How do I set up the Best Review Product component?,"Best review product components can be managed through the [Store Display Management > Smart Store > Component Management] menu. Best review product components can be managed by selecting automatic registration or direct registration. Standard for automatic registration of best review products - Automatic batch selection once a day - Products with reviews written in the past week (excluding the same day, D-1 to D-7) - Highest rating > Most helpful > Most recent registration (Best review) If there is one selected, it will take precedence over the order of the highest rating.) Criteria for direct registration of best products - If it is a product with a review, it can be added through the 'Add product' button. ※ Note. · At least 4 products must be selected to be displayed, and if there are 3 or less, the entire area will not be exposed. · Food category products registered as ‘no review exposure’ or with a rating of less than 3 are excluded.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Related Help/Keywords

Can I set whether to expose ‘reviews’?



Close help"
What are the exposure standards for best product component products?,"Best product components are automatically extracted and exposed (exhibited) according to the criteria below. However, only best products that are on sale (including those that are out of stock) are displayed, and products that are discontinued are not displayed. Standard for product aggregation by period · Daily: Products with high sales volume the previous day · Weekly: Products with high sales volume from 7 days ago to yesterday · Monthly: Products with high sales volume from 1 month ago to yesterday Sales volume refers to the number of product sales, and also includes payments made before purchase confirmation.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
How do I register the Smart Store logo?,"The Smart Store logo can be registered in the [Store Display Management > Smart Store > Component Management] menu. Please register the store logo through the footer area in component management.※ Note. The store logo image is exposed at the bottom of PC Home, and can be saved immediately without review.


Was the above article helpful?


1 star rating

2 stars

3 stars

4 stars

5 stars



Please leave your valuable feedback and we will do our best to improve it.

Send



Close help"
